
=== 更新时间: 2025-10-22 13:41:18 ===
- 央视频道 - CCTV1: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
- 央视频道 - CCTV1: http://118.89.87.74:88/live.php?id=CCTV1
- 央视频道 - CCTV1: http://106.52.196.79/TV/mui.php?id=cctv1
- 央视频道 - CCTV2: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
- 央视频道 - CCTV2: http://39.135.133.155:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
- 央视频道 - CCTV2: http://39.134.65.106/PLTV/88888888/224/3221226079/1.m3u8
- 央视频道 - CCTV2: http://39.135.133.177:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
- 央视频道 - CCTV2: http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
- 央视频道 - CCTV2: http://39.135.133.154:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
- 央视频道 - CCTV2: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
- 🐼移动专区 - CCTV2: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225588/.m3u8
- 央视频道 - CCTV2: http://39.134.65.106/PLTV/88888888/224/3221225599/1.m3u8
- 央视频道 - CCTV2: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
- 央视频道 - CCTV3: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8
- 央视频道 - CCTV3: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8
- 央视频道 - CCTV3: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
- 央视频道 - CCTV3: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
- 央视频道 - CCTV3: http://39.134.65.106/PLTV/88888888/224/3221225799/1.m3u8
- 央视频道 - CCTV3: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
- 🐼移动专区 - CCTV3: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226021/.m3u8
- 央视频道 - CCTV3: http://5vn.cn:9003//hls/3/index.m3u8
- 央视频道 - CCTV3: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
- 央视频道 - CCTV3: http://118.89.87.74:88/live.php?id=CCTV3
- 🐼移动专区 - CCTV4: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226007/.m3u8
- 央视频道 - CCTV4: http://39.135.133.177:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.134.65.106/PLTV/88888888/224/3221226092/1.m3u8
- 央视频道 - CCTV4: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.155:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.154:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.167:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.134.65.106/PLTV/88888888/224/3221225797/1.m3u8
- 🐼移动专区 - CCTV4: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226428/.m3u8
- 央视频道 - CCTV4: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8
- 央视频道 - CCTV4: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
- 央视频道 - CCTV5: http://5vn.cn:9003//hls/6/index.m3u8
- 央视频道 - CCTV5: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
- 央视频道 - CCTV5: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
- 央视频道 - CCTV5: http://39.134.65.106/PLTV/88888888/224/3221225818/1.m3u8
- 央视频道 - CCTV5: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
- 🐼移动专区 - CCTV5: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226019/.m3u8
- 央视频道 - CCTV5: http://118.89.87.74:88/live.php?id=CCTV5
- 央视频道 - CCTV5+: http://39.134.65.106/PLTV/88888888/224/3221225507/1.m3u8
- 央视频道 - CCTV5+: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
- 央视频道 - CCTV5+: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
- 🐼移动专区 - CCTV5+: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225603/.m3u8
- 央视频道 - CCTV6: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
- 央视频道 - CCTV6: http://5vn.cn:9003//hls/8/index.m3u8
- 央视频道 - CCTV6: http://39.134.65.106/PLTV/88888888/224/3221225814/1.m3u8
- 🐼移动专区 - CCTV6: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226010/.m3u8
- 央视频道 - CCTV6: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
- 央视频道 - CCTV6: http://39.135.133.167:80/TVOD/88888888/224/3221225814/main.m3u8
- 央视频道 - CCTV6: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
- 央视频道 - CCTV6: http://118.89.87.74:88/live.php?id=CCTV6
- 🐼移动专区 - 咪咕体育: http://39.134.67.108/PLTV/88888888/224/3221226031/1.m3u8
- 央视频道 - CCTV7: http://39.134.65.106/PLTV/88888888/224/3221225739/1.m3u8
- 央视频道 - CCTV7: http://39.134.65.106/PLTV/88888888/224/3221226031/1.m3u8
- 🐼移动专区 - CCTV7: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225733/.m3u8
- 🐼移动专区 - 咪咕视频: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226398/.m3u8
- 央视频道 - CCTV7: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
- 央视频道 - CCTV7: http://39.134.65.106/PLTV/88888888/224/3221225671/1.m3u8
- 央视频道 - CCTV8: http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
- 央视频道 - CCTV8: http://39.134.65.106/PLTV/88888888/224/3221225795/1.m3u8
- 🐼移动专区 - CCTV8: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226008/.m3u8
- 央视频道 - CCTV8: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
- 央视频道 - CCTV8: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
- 央视频道 - CCTV8: http://5vn.cn:9003//hls/10/index.m3u8
- 央视频道 - CCTV8: http://118.89.87.74:88/live.php?id=CCTV8
- 🐼移动专区 - CCTV9: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225734/.m3u8
- 央视频道 - CCTV9: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
- 央视频道 - CCTV9: http://39.134.65.106/PLTV/88888888/224/3221225676/1.m3u8
- 央视频道 - CCTV10: http://39.134.65.106/PLTV/88888888/224/3221225677/1.m3u8
- 央视频道 - CCTV10: http://39.134.65.106/PLTV/88888888/224/3221226128/1.m3u8
- 央视频道 - CCTV10: http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
- 央视频道 - CCTV10: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
- 🐼移动专区 - CCTV10: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225730/.m3u8
- 央视频道 - CCTV10: http://118.89.87.74:88/live.php?id=CCTV10
- 🐼移动专区 - CCTV11: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225597/.m3u8
- 央视频道 - CCTV11: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.134.65.106/PLTV/88888888/224/3221226123/1.m3u8
- 央视频道 - CCTV11: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.134.65.106/PLTV/88888888/224/3221225517/1.m3u8
- 央视频道 - CCTV11: http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
- 央视频道 - CCTV11: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
- 央视频道 - CCTV12: http://39.134.65.106/PLTV/88888888/224/3221225669/1.m3u8
- 🐼移动专区 - CCTV12: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225731/.m3u8
- 央视频道 - CCTV12: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
- 央视频道 - CCTV12: http://39.134.65.106/PLTV/88888888/224/3221226130/1.m3u8
- 央视频道 - CCTV12: http://118.89.87.74:88/live.php?id=CCTV12
- 央视频道 - CCTV13: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
- 央视频道 - CCTV13: http://39.134.65.106/PLTV/88888888/224/3221225812/1.m3u8
- 央视频道 - CCTV13: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
- 央视频道 - CCTV13: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
- 央视频道 - CCTV13: http://39.134.65.106/PLTV/88888888/224/3221226125/1.m3u8
- 央视频道 - CCTV13: http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
- 央视频道 - CCTV13: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
- 🐼移动专区 - CCTV13: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226537/.m3u8
- 央视频道 - CCTV13: http://39.134.65.106/PLTV/88888888/224/3221226077/1.m3u8
- 🐼移动专区 - CCTV13: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226571/.m3u8
- 🐼移动专区 - CCTV14: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225732/.m3u8
- 央视频道 - CCTV14: http://39.134.65.106/PLTV/88888888/224/3221225674/1.m3u8
- 央视频道 - CCTV14: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
- 央视频道 - CCTV14: http://39.134.65.106/PLTV/88888888/224/3221226132/1.m3u8
- 央视频道 - CCTV14: http://118.89.87.74:88/live.php?id=CCTV14
- 央视频道 - CCTV15: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
- 央视频道 - CCTV15: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
- 央视频道 - CCTV15: http://39.134.65.106/PLTV/88888888/224/3221226127/1.m3u8
- 央视频道 - CCTV15: http://39.134.65.106/PLTV/88888888/224/3221225513/1.m3u8
- 🐼移动专区 - CCTV15: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225601/.m3u8
- 央视频道 - CCTV15: http://39.135.133.177:80/wh7f454c46tw3678048063_1995458946/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
- 央视频道 - CCTV16: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
- 央视频道 - CCTV16: http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
- 央视频道 - CCTV16: http://39.134.65.106/PLTV/88888888/224/3221225893/1.m3u8
- 🐼移动专区 - CCTV16: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226100/.m3u8
- 央视频道 - CCTV16: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
- 央视频道 - CCTV16: http://118.89.87.74:88/live.php?id=CCTV16
- 央视频道 - CCTV17: http://39.134.65.106/PLTV/88888888/224/3221225708/1.m3u8
- 央视频道 - CCTV17: http://39.134.65.106/PLTV/88888888/224/3221225750/1.m3u8
- 央视频道 - CCTV17: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
- 🐼移动专区 - CCTV17: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225765/.m3u8
- 🐼移动专区 - 湖南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226430/.m3u8
- 🐼移动专区 - 湖南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225610/.m3u8
- 卫视频道 - 湖南卫视: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226307/index.m3u8
- 卫视频道 - 湖南卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
- 卫视频道 - 湖南卫视: http://39.134.65.106/PLTV/88888888/224/3221226000/1.m3u8
- 卫视频道 - 湖南卫视: http://39.135.133.167:80/TVOD/88888888/224/3221225977/main.m3u8
- 卫视频道 - 湖南卫视: http://39.135.133.169:80/wh7f454c46tw4294086678_-785264939/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
- 卫视频道 - 湖南卫视: http://39.134.65.106/PLTV/88888888/224/3221225506/1.m3u8
- 🐼移动专区 - 湖南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226307/.m3u8
- 卫视频道 - 湖南卫视: http://39.134.65.106/PLTV/88888888/224/3221225977/1.m3u8
- 卫视频道 - 湖南卫视: http://118.89.87.74:88/live.php?id=湖南卫视
- 🐼移动专区 - 浙江卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226339/.m3u8
- 卫视频道 - 浙江卫视: http://39.134.65.106/PLTV/88888888/224/3221225514/1.m3u8
- 卫视频道 - 浙江卫视: http://39.134.65.175/PLTV/88888888/224/3221225959/1.m3u8
- 卫视频道 - 浙江卫视: http://39.135.133.175:80/wh7f454c46tw4062083811_-592865391/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
- 卫视频道 - 浙江卫视: http://39.134.65.106/PLTV/88888888/224/3221225959/1.m3u8
- 卫视频道 - 浙江卫视: http://39.134.65.106/PLTV/88888888/224/3221225982/1.m3u8
- 🐼移动专区 - 浙江卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225612/.m3u8
- 卫视频道 - 浙江卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
- 卫视频道 - 浙江卫视: http://118.89.87.74:88/live.php?id=浙江卫视
- 卫视频道 - 江苏卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
- 卫视频道 - 江苏卫视: http://39.135.133.158:80/wh7f454c46tw3852157421_-1936825694/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
- 🐼移动专区 - 江苏卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226310/.m3u8
- 🐼移动专区 - 江苏卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225613/.m3u8
- 卫视频道 - 江苏卫视: http://39.134.65.177/PLTV/88888888/224/3221225938/1.m3u8
- 卫视频道 - 江苏卫视: http://39.134.65.106/PLTV/88888888/224/3221225929/1.m3u8
- 卫视频道 - 江苏卫视: http://39.134.65.106/PLTV/88888888/224/3221225503/1.m3u8
- 卫视频道 - 江苏卫视: http://39.134.65.106/PLTV/88888888/224/3221225938/1.m3u8
- 🐼移动专区 - 江苏卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226495/.m3u8
- 卫视频道 - 江苏卫视: http://118.89.87.74:88/live.php?id=江苏卫视
- 卫视频道 - 东方卫视: http://39.134.65.106/PLTV/88888888/224/3221225942/1.m3u8
- 🐼移动专区 - 东方卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226336/.m3u8
- 🐼移动专区 - 东方卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225738/.m3u8
- 卫视频道 - 东方卫视: http://39.134.65.106/PLTV/88888888/224/3221225673/1.m3u8
- 🐼移动专区 - 东方卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226345/.m3u8
- 卫视频道 - 东方卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
- 🐼移动专区 - 东方卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225735/.m3u8
- 卫视频道 - 东方卫视: http://39.134.65.106/PLTV/88888888/224/3221225672/1.m3u8
- 卫视频道 - 东方卫视: http://39.134.65.106/PLTV/88888888/224/3221225960/1.m3u8
- 卫视频道 - 东方卫视: http://39.135.133.162:80/wh7f454c46tw3427284819_-1570744219/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
- 卫视频道 - 东方卫视: http://39.134.65.173/PLTV/88888888/224/3221225942/1.m3u8
- 卫视频道 - 东方卫视: http://118.89.87.74:88/live.php?id=东方卫视
- 卫视频道 - 深圳卫视: http://39.134.65.106/PLTV/88888888/224/3221225943/1.m3u8
- 卫视频道 - 深圳卫视: http://39.134.65.106/PLTV/88888888/224/3221225668/1.m3u8
- 🐼移动专区 - 深圳卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226510/.m3u8
- 🐼移动专区 - 深圳卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226313/.m3u8
- 卫视频道 - 深圳卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
- 卫视频道 - 深圳卫视: http://39.135.133.163:80/wh7f454c46tw4181252291_-796517812/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
- 🐼移动专区 - 深圳卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225739/.m3u8
- 卫视频道 - 深圳卫视: http://39.134.65.106/PLTV/88888888/224/3221225997/1.m3u8
- 卫视频道 - 深圳卫视: http://118.89.87.74:88/live.php?id=深圳卫视
- 🐼移动专区 - 北京卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225728/.m3u8
- 卫视频道 - 北京卫视: http://39.135.133.175:80/wh7f454c46tw3479399297_-210209349/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
- 卫视频道 - 北京卫视: http://39.134.65.106/PLTV/88888888/224/3221225678/1.m3u8
- 卫视频道 - 北京卫视: http://39.134.65.106/PLTV/88888888/224/3221225931/1.m3u8
- 卫视频道 - 北京卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
- 🐼移动专区 - 北京卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226251/.m3u8
- 卫视频道 - 北京卫视: http://39.134.65.106/PLTV/88888888/224/3221225927/1.m3u8
- 🐼移动专区 - 北京卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226450/.m3u8
- 卫视频道 - 北京卫视: http://118.89.87.74:88/live.php?id=北京卫视
- 🐼移动专区 - 广东卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226374/.m3u8
- 卫视频道 - 广东卫视: http://39.135.133.160:80/wh7f454c46tw3800931279_89199010/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
- 卫视频道 - 广东卫视: http://39.134.65.106/PLTV/88888888/224/3221225962/1.m3u8
- 卫视频道 - 广东卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
- 卫视频道 - 广东卫视: http://39.134.65.106/PLTV/88888888/224/3221225966/1.m3u8
- 🐼移动专区 - 广东卫视: http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226248/.m3u8
- 卫视频道 - 广东卫视: http://118.89.87.74:88/live.php?id=广东卫视
- 🐼移动专区 - 广西卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226380/.m3u8
- 卫视频道 - 广西卫视: http://39.134.65.106/PLTV/88888888/224/3221226024/1.m3u8
- 卫视频道 - 广西卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
- 卫视频道 - 广西卫视: http://39.135.133.160:80/wh7f454c46tw4256014869_-73654594/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
- 卫视频道 - 广西卫视: http://39.134.65.141/PLTV/88888888/224/3221226024/1.m3u8
- 卫视频道 - 广西卫视: http://39.134.65.106/PLTV/88888888/224/3221226091/1.m3u8
- 🐼移动专区 - 东南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225620/.m3u8
- 卫视频道 - 东南卫视: http://39.134.65.106/PLTV/88888888/224/3221226038/1.m3u8
- 卫视频道 - 东南卫视: http://39.135.133.163:80/wh7f454c46tw3373078022_575358625/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
- 卫视频道 - 东南卫视: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/index.m3u8
- 卫视频道 - 东南卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
- 🐼移动专区 - 东南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226341/.m3u8
- 卫视频道 - 东南卫视: http://39.134.65.173/PLTV/88888888/224/3221225950/1.m3u8
- 卫视频道 - 东南卫视: http://39.134.65.106/PLTV/88888888/224/3221225500/1.m3u8
- 🐼移动专区 - 东南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226377/.m3u8
- 卫视频道 - 东南卫视: http://39.134.65.106/PLTV/88888888/224/3221225950/1.m3u8
- 🐼移动专区 - 海南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226445/.m3u8
- 卫视频道 - 海南卫视: http://39.135.133.142:80/wh7f454c46tw4127400095_-1150535608/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
- 🐼移动专区 - 海南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226465/.m3u8
- 卫视频道 - 海南卫视: http://39.134.65.106/PLTV/88888888/224/3221225978/1.m3u8
- 卫视频道 - 海南卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
- 卫视频道 - 海南卫视: http://39.134.65.106/PLTV/88888888/224/3221226026/1.m3u8
- 卫视频道 - 海南卫视: http://39.134.65.106/PLTV/88888888/224/3221225530/1.m3u8
- 卫视频道 - 河北卫视: http://39.134.65.106/PLTV/88888888/224/3221225961/1.m3u8
- 卫视频道 - 河北卫视: http://39.135.133.175:80/wh7f454c46tw3958944001_960253246/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
- 卫视频道 - 河北卫视: http://39.134.65.106/PLTV/88888888/224/3221225495/1.m3u8
- 🐼移动专区 - 河北卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226406/.m3u8
- 卫视频道 - 河北卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
- 卫视频道 - 河北卫视: http://39.134.65.106/PLTV/88888888/224/3221225991/1.m3u8
- 🐼移动专区 - 河北卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226448/.m3u8
- 🐼移动专区 - 河南卫视: http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226480/.m3u8
- 卫视频道 - 河南卫视: http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
- 卫视频道 - 河南卫视: http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226480/index.m3u8
- 🐼移动专区 - 河南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225639/.m3u8
- 🐼移动专区 - 河南卫视: http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8
- 🐼移动专区 - 河南卫视: http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226320/.m3u8
- 卫视频道 - 河南卫视: http://39.134.65.106/PLTV/88888888/224/3221226023/1.m3u8
- 卫视频道 - 河南卫视: http://39.134.65.106/PLTV/88888888/224/3221225988/1.m3u8
